"","Metric","Date","AvgC","AvgT","StdC","StdT","NC","NT"
"10979","FeedbackSubmissionSuccessCount",2016-08-01,7.26e-06,7.26e-06,0.002694878,0.002832053,2616209,2618267
"10980","FeedbackSubmissionSuccessCount",2016-08-02,5.77e-06,7.69e-06,0.002556438,0.002772527,2601215,2601808
"10981","FeedbackSubmissionSuccessCount",2016-08-03,8.14e-06,5.43e-06,0.002853502,0.002491588,2579048,2577304
"10982","FeedbackSubmissionSuccessCount",2016-08-04,7.04e-06,2.22e-06,0.002789216,0.001491175,2699308,2698319
"10983","FeedbackSubmissionSuccessCount",2016-08-05,1.38e-05,7.28e-06,0.015018531,0.002968618,2606887,2609858
"10984","FeedbackSubmissionSuccessCount",2016-08-06,8.11e-06,5.94e-06,0.004932523,0.002650496,1849581,1850491
"10985","FeedbackSubmissionSuccessCount",2016-08-07,1.13e-05,6.4e-06,0.00426763,0.002717548,2031540,2031116
"10986","FeedbackSubmissionSuccessCount",2016-08-08,7.5e-06,6.84e-06,0.003179144,0.002614752,3067179,3071534
"10987","FeedbackSubmissionSuccessCount",2016-08-09,5.33e-06,8.67e-06,0.002582177,0.004397205,2999552,2999667
"10988","FeedbackSubmissionSuccessCount",2016-08-10,9.27e-06,6.29e-06,0.003452094,0.002876964,3020886,3020433
"10989","FeedbackSubmissionSuccessCount",2016-08-11,7.41e-06,7.41e-06,0.005192537,0.002958848,2967085,2969788
"10990","FeedbackSubmissionSuccessCount",2016-08-12,7.52e-06,4.65e-06,0.002742693,0.002317107,2791656,2793814
"10991","Finance_APSAT",2016-07-30,0.480390612,0.543475957,32.76730938,33.48083391,1686301,1685535
"10992","Finance_APSAT",2016-07-31,0.540221683,0.513440383,32.65800617,32.50286423,1730898,1731642
"10993","Finance_APSAT",2016-08-01,0.879330449,0.87161755,37.05345745,36.96013546,2616209,2618267
"10994","Finance_APSAT",2016-08-02,0.862859852,0.853832351,37.8480564,37.84514082,2601215,2601808
"10995","Finance_APSAT",2016-08-03,0.873686272,0.86763132,37.65214777,38.12052574,2579048,2577304
"10996","Finance_APSAT",2016-08-04,0.738523046,0.735941183,38.62345762,39.12512976,2699308,2698319
"10997","Finance_APSAT",2016-08-05,0.617801158,0.620249614,41.93801677,41.70135452,2606887,2609858
"10998","Finance_APSAT",2016-08-06,0.426689418,0.465905183,35.89452115,35.78724924,1849581,1850491
"10999","Finance_APSAT",2016-08-07,0.457855155,0.452140072,33.62864565,33.72446288,2031540,2031116
"11000","Finance_APSAT",2016-08-08,0.935908712,0.903660696,36.90637984,36.49188177,3067179,3071534
"11001","Finance_APSAT",2016-08-09,0.891086861,0.84684434,37.02448347,36.52297498,2999552,2999667
"11002","Finance_APSAT",2016-08-10,0.774089395,0.813315131,37.32334728,37.20706549,3020886,3020433
"11003","Finance_APSAT",2016-08-11,0.732156468,0.721112395,39.75448505,39.6178133,2967085,2969788
"11004","Finance_APSAT",2016-08-12,0.592568478,0.581171695,41.59109926,41.76315439,2791656,2793814
"11005","Finance_APSAT_WinRate",2016-07-30,0.665016541,0.674280841,0.461976979,0.459045539,8009,8093
"11006","Finance_APSAT_WinRate",2016-07-31,0.678398962,0.671448505,0.458443976,0.46051529,8212,8162
"11007","Finance_APSAT_WinRate",2016-08-01,0.690799133,0.686254167,0.450957348,0.451487038,14729,14504
"11008","Finance_APSAT_WinRate",2016-08-02,0.678097992,0.67707489,0.455884442,0.455527477,14955,14947
"11009","Finance_APSAT_WinRate",2016-08-03,0.681394849,0.674205865,0.453733849,0.456746351,14496,14641
"11010","Finance_APSAT_WinRate",2016-08-04,0.661280509,0.65371752,0.461358872,0.463245905,15375,15698
"11011","Finance_APSAT_WinRate",2016-08-05,0.633936842,0.633764135,0.470438045,0.469917196,16384,16704
"11012","Finance_APSAT_WinRate",2016-08-06,0.639604216,0.637420916,0.470555784,0.471596376,9622,9572
"11013","Finance_APSAT_WinRate",2016-08-07,0.657962899,0.64929988,0.464480813,0.467386664,9760,9895
"11014","Finance_APSAT_WinRate",2016-08-08,0.703233926,0.700516813,0.445676403,0.446203722,16037,15836
"11015","Finance_APSAT_WinRate",2016-08-09,0.691702988,0.692908882,0.450544433,0.449510029,15798,15757
"11016","Finance_APSAT_WinRate",2016-08-10,0.678584558,0.684875686,0.45520427,0.453379473,15982,16077
"11017","Finance_APSAT_WinRate",2016-08-11,0.660146442,0.655043853,0.461946616,0.463533264,17096,17173
"11018","Finance_APSAT_WinRate",2016-08-12,0.630263823,0.628172562,0.470924871,0.471519612,17131,17143
"11019","Finance_Coverage",2016-07-30,0.018639783,0.018739143,0.118201563,0.118760676,1686301,1685535
"11020","Finance_Coverage",2016-07-31,0.01780504,0.01775531,0.115196051,0.11525632,1730898,1731642
"11021","Finance_Coverage",2016-08-01,0.022422136,0.022348624,0.130901773,0.130626571,2616209,2618267
"11022","Finance_Coverage",2016-08-02,0.022846852,0.022753615,0.132322505,0.132034515,2601215,2601808
"11023","Finance_Coverage",2016-08-03,0.0226554,0.022635188,0.131829201,0.131901498,2579048,2577304
"11024","Finance_Coverage",2016-08-04,0.022032812,0.022310497,0.129862932,0.130814657,2699308,2698319
"11025","Finance_Coverage",2016-08-05,0.021803042,0.021790862,0.128997754,0.128912858,2606887,2609858
"11026","Finance_Coverage",2016-08-06,0.018288699,0.018351499,0.117010711,0.117178421,1849581,1850491
"11027","Finance_Coverage",2016-08-07,0.017520161,0.017606541,0.114346934,0.114727431,2031540,2031116
"11028","Finance_Coverage",2016-08-08,0.022068981,0.022126092,0.129932768,0.130054944,3067179,3071534
"11029","Finance_Coverage",2016-08-09,0.022370092,0.022391895,0.130836405,0.130963807,2999552,2999667
"11030","Finance_Coverage",2016-08-10,0.022548869,0.022517965,0.131331832,0.131244303,3020886,3020433
"11031","Finance_Coverage",2016-08-11,0.022654749,0.022718527,0.131666635,0.131956789,2967085,2969788
"11032","Finance_Coverage",2016-08-12,0.022259116,0.022178577,0.130419579,0.130318805,2791656,2793814
"11033","Finance_PCR",2016-07-30,2.23e-05,2.67e-05,0.003425956,0.003965159,1686301,1685535
"11034","Finance_PCR",2016-07-31,2.94e-05,2.69e-05,0.004380721,0.00411615,1730898,1731642
"11035","Finance_PCR",2016-08-01,3.85e-05,4.05e-05,0.004453044,0.004905015,2616209,2618267
"11036","Finance_PCR",2016-08-02,4.23e-05,4.1e-05,0.005082631,0.004790416,2601215,2601808
"11037","Finance_PCR",2016-08-03,4.8e-05,4.15e-05,0.005446426,0.005068757,2579048,2577304
"11038","Finance_PCR",2016-08-04,4.18e-05,4.86e-05,0.004983975,0.005366365,2699308,2698319
"11039","Finance_PCR",2016-08-05,4.36e-05,4.62e-05,0.004939567,0.00518995,2606887,2609858
"11040","Finance_PCR",2016-08-06,3.29e-05,3.12e-05,0.004613794,0.004535775,1849581,1850491
"11041","Finance_PCR",2016-08-07,2.49e-05,3.03e-05,0.004069466,0.004444262,2031540,2031116
"11042","Finance_PCR",2016-08-08,4.07e-05,4.37e-05,0.004824592,0.005089993,3067179,3071534
"11043","Finance_PCR",2016-08-09,4.31e-05,3.96e-05,0.005106705,0.004766154,2999552,2999667
"11044","Finance_PCR",2016-08-10,3.78e-05,4.24e-05,0.004650972,0.004917193,3020886,3020433
"11045","Finance_PCR",2016-08-11,3.95e-05,3.82e-05,0.004655316,0.004603029,2967085,2969788
"11046","Finance_PCR",2016-08-12,3.69e-05,3.59e-05,0.004597952,0.004554523,2791656,2793814
"11047","Finance_QBR",2016-07-30,0.130718954,0.097701149,0.338199771,0.286779702,153,174
"11048","Finance_QBR",2016-07-31,0.198675497,0.126417234,0.396145891,0.323977396,151,147
"11049","Finance_QBR",2016-08-01,0.0746997,0.082355243,0.254358614,0.266756765,444,426
"11050","Finance_QBR",2016-08-02,0.07743309,0.093000773,0.256129124,0.278718677,411,431
"11051","Finance_QBR",2016-08-03,0.066959064,0.072932175,0.24632074,0.254363925,456,403
"11052","Finance_QBR",2016-08-04,0.054389375,0.064118042,0.2213957,0.23716891,441,497
"11053","Finance_QBR",2016-08-05,0.08953824,0.066597938,0.278270194,0.234464485,462,485
"11054","Finance_QBR",2016-08-06,0.110829103,0.163978495,0.310868946,0.369430942,197,186
"11055","Finance_QBR",2016-08-07,0.114035088,0.144557823,0.31647243,0.3472626,171,196
"11056","Finance_QBR",2016-08-08,0.062483131,0.085695971,0.233541965,0.273653681,494,520
"11057","Finance_QBR",2016-08-09,0.071334648,0.05985636,0.251054243,0.231077643,507,481
"11058","Finance_QBR",2016-08-10,0.053095752,0.067507003,0.217840126,0.245680908,463,493
"11059","Finance_QBR",2016-08-11,0.066528067,0.066666667,0.237823813,0.243769045,481,475
"11060","Finance_QBR",2016-08-12,0.064787612,0.087242798,0.239679276,0.274892113,389,405
"11061","Finance_SurplusFY15",2016-07-30,0.47990547,0.540521647,32.79913182,33.5038518,1686301,1685535
"11062","Finance_SurplusFY15",2016-07-31,0.542941008,0.515297231,32.74741513,32.56543493,1730898,1731642
"11063","Finance_SurplusFY15",2016-08-01,0.869942969,0.864728813,37.08871157,37.04788139,2616209,2618267
"11064","Finance_SurplusFY15",2016-08-02,0.860531106,0.846383636,37.93022906,37.94664161,2601215,2601808
"11065","Finance_SurplusFY15",2016-08-03,0.875412493,0.860314054,37.74222588,38.18707701,2579048,2577304
"11066","Finance_SurplusFY15",2016-08-04,0.733118237,0.729648188,38.71550016,39.17431309,2699308,2698319
"11067","Finance_SurplusFY15",2016-08-05,0.612291394,0.614003875,42.02148259,41.77195788,2606887,2609858
"11068","Finance_SurplusFY15",2016-08-06,0.429112653,0.46666089,35.94756393,35.83046361,1849581,1850491
"11069","Finance_SurplusFY15",2016-08-07,0.458745749,0.456199975,33.64280774,33.78840838,2031540,2031116
"11070","Finance_SurplusFY15",2016-08-08,0.930750336,0.898395697,36.99712504,36.58025021,3067179,3071534
"11071","Finance_SurplusFY15",2016-08-09,0.891055841,0.839483864,37.12126309,36.58496234,2999552,2999667
"11072","Finance_SurplusFY15",2016-08-10,0.766517675,0.809321409,37.36608928,37.27720749,3020886,3020433
"11073","Finance_SurplusFY15",2016-08-11,0.725319864,0.713794365,39.80338605,39.67623402,2967085,2969788
"11074","Finance_SurplusFY15",2016-08-12,0.586434949,0.576605393,41.62737325,41.81560138,2791656,2793814
"11075","Finance_SurplusFY15_WinRate",2016-07-30,0.661108863,0.670226389,0.463146634,0.460429146,8105,8196
"11076","Finance_SurplusFY15_WinRate",2016-07-31,0.674352144,0.668101091,0.459936885,0.461668526,8321,8254
"11077","Finance_SurplusFY15_WinRate",2016-08-01,0.683724184,0.677781064,0.453572643,0.454578183,14966,14785
"11078","Finance_SurplusFY15_WinRate",2016-08-02,0.672414463,0.669592331,0.457833908,0.458071736,15183,15214
"11079","Finance_SurplusFY15_WinRate",2016-08-03,0.676239948,0.66568116,0.455559193,0.45970689,14763,14907
"11080","Finance_SurplusFY15_WinRate",2016-08-04,0.654915027,0.647319907,0.463409087,0.464978603,15602,15950
"11081","Finance_SurplusFY15_WinRate",2016-08-05,0.628837788,0.628829372,0.471676549,0.470714536,16654,16970
"11082","Finance_SurplusFY15_WinRate",2016-08-06,0.63720716,0.634034211,0.471285113,0.472390315,9739,9698
"11083","Finance_SurplusFY15_WinRate",2016-08-07,0.654616471,0.646522963,0.465468919,0.46825275,9862,10010
"11084","Finance_SurplusFY15_WinRate",2016-08-08,0.695392364,0.69139708,0.448827267,0.449763939,16337,16153
"11085","Finance_SurplusFY15_WinRate",2016-08-09,0.685626013,0.685547459,0.452789522,0.452259697,16097,16035
"11086","Finance_SurplusFY15_WinRate",2016-08-10,0.671346492,0.677678261,0.457779185,0.455860399,16246,16377
"11087","Finance_SurplusFY15_WinRate",2016-08-11,0.654303589,0.650569302,0.463710658,0.464800375,17370,17432
"11088","Finance_SurplusFY15_WinRate",2016-08-12,0.625726816,0.624237287,0.471871153,0.472248882,17317,17358
"11089","FirstResultsEntityAnswerItemCTR",2016-07-30,0.155385859,0.154886264,0.307323348,0.306715198,624912,624678
"11090","FirstResultsEntityAnswerItemCTR",2016-07-31,0.151959609,0.152396952,0.303719163,0.304141174,644875,644281
"11091","FirstResultsEntityAnswerItemCTR",2016-08-01,0.136226788,0.136177853,0.289230945,0.289157274,1004532,1006497
"11092","FirstResultsEntityAnswerItemCTR",2016-08-02,0.137487681,0.137807503,0.290562114,0.290840215,986551,986316
"11093","FirstResultsEntityAnswerItemCTR",2016-08-03,0.139486277,0.138955835,0.293074451,0.292346119,983902,985606
"11094","FirstResultsEntityAnswerItemCTR",2016-08-04,0.138488716,0.138243692,0.291812352,0.291435025,1036614,1037891
"11095","FirstResultsEntityAnswerItemCTR",2016-08-05,0.141429587,0.141454135,0.294148286,0.294043317,1019616,1021889
"11096","FirstResultsEntityAnswerItemCTR",2016-08-06,0.153118583,0.15309943,0.304912359,0.304758437,702308,701496
"11097","FirstResultsEntityAnswerItemCTR",2016-08-07,0.152573629,0.153038705,0.304456894,0.304755452,765007,765143
"11098","FirstResultsEntityAnswerItemCTR",2016-08-08,0.140696352,0.140432965,0.292519097,0.292011283,1184390,1185079
"11099","FirstResultsEntityAnswerItemCTR",2016-08-09,0.140978403,0.141261462,0.292882655,0.293107359,1161057,1162381
"11100","FirstResultsEntityAnswerItemCTR",2016-08-10,0.139655924,0.140036374,0.292201124,0.2926276,1161367,1162869
"11101","FirstResultsEntityAnswerItemCTR",2016-08-11,0.138603091,0.138989994,0.292194246,0.29253735,1139191,1139879
"11102","FirstResultsEntityAnswerItemCTR",2016-08-12,0.142117398,0.141791687,0.294792415,0.29450328,1078821,1079981
"11103","FirstResultsEntityAnswerPageCTR_AllQueryEngagement",2016-07-30,0.045072821,0.044888081,0.16455159,0.164005855,1400023,1399150
"11104","FirstResultsEntityAnswerPageCTR_AllQueryEngagement",2016-07-31,0.044222659,0.044339837,0.162285319,0.162581604,1428657,1430855
"11105","FirstResultsEntityAnswerPageCTR_AllQueryEngagement",2016-08-01,0.03863721,0.038693507,0.15082554,0.150849289,2243454,2244708
"11106","FirstResultsEntityAnswerPageCTR_AllQueryEngagement",2016-08-02,0.038385237,0.038534332,0.149966471,0.150311678,2219949,2219621
"11107","FirstResultsEntityAnswerPageCTR_AllQueryEngagement",2016-08-03,0.039643502,0.039579412,0.153262497,0.153048722,2207500,2206242
"11108","FirstResultsEntityAnswerPageCTR_AllQueryEngagement",2016-08-04,0.039822029,0.039810665,0.153404112,0.153292199,2308661,2308457
"11109","FirstResultsEntityAnswerPageCTR_AllQueryEngagement",2016-08-05,0.041709134,0.041777481,0.1567842,0.15697916,2227604,2230947
"11110","FirstResultsEntityAnswerPageCTR_AllQueryEngagement",2016-08-06,0.045608066,0.045498818,0.164936567,0.164662434,1530784,1532726
"11111","FirstResultsEntityAnswerPageCTR_AllQueryEngagement",2016-08-07,0.04502381,0.045192637,0.163712875,0.164007408,1673942,1673667
"11112","FirstResultsEntityAnswerPageCTR_AllQueryEngagement",2016-08-08,0.040270112,0.04013686,0.153481743,0.153005647,2630029,2633732
"11113","FirstResultsEntityAnswerPageCTR_AllQueryEngagement",2016-08-09,0.040680919,0.040775536,0.15452926,0.154553508,2574308,2574273
"11114","FirstResultsEntityAnswerPageCTR_AllQueryEngagement",2016-08-10,0.039926973,0.040038204,0.153106266,0.153285328,2587576,2588170
"11115","FirstResultsEntityAnswerPageCTR_AllQueryEngagement",2016-08-11,0.039387231,0.0396247,0.152483912,0.153193689,2544461,2546650
"11116","FirstResultsEntityAnswerPageCTR_AllQueryEngagement",2016-08-12,0.041406541,0.041216897,0.156496511,0.155874617,2388602,2390056
"11117","FirstResultsEntityAnswerPageCov_AllQueryEngagement",2016-07-30,0.281787358,0.281383041,0.382810941,0.382405694,1400023,1399150
"11118","FirstResultsEntityAnswerPageCov_AllQueryEngagement",2016-07-31,0.282914493,0.282512731,0.38210658,0.382254358,1428657,1430855
"11119","FirstResultsEntityAnswerPageCov_AllQueryEngagement",2016-08-01,0.273742355,0.273778179,0.374676515,0.374539999,2243454,2244708
"11120","FirstResultsEntityAnswerPageCov_AllQueryEngagement",2016-08-02,0.269424625,0.269571345,0.37208069,0.37226728,2219949,2219621
"11121","FirstResultsEntityAnswerPageCov_AllQueryEngagement",2016-08-03,0.27415367,0.275033432,0.375864143,0.376301937,2207500,2206242
"11122","FirstResultsEntityAnswerPageCov_AllQueryEngagement",2016-08-04,0.278227893,0.278208875,0.378275883,0.378005747,2308661,2308457
"11123","FirstResultsEntityAnswerPageCov_AllQueryEngagement",2016-08-05,0.285652856,0.285927087,0.381327519,0.381437315,2227604,2230947
"11124","FirstResultsEntityAnswerPageCov_AllQueryEngagement",2016-08-06,0.290904041,0.289934966,0.38581409,0.385446887,1530784,1532726
"11125","FirstResultsEntityAnswerPageCov_AllQueryEngagement",2016-08-07,0.288591285,0.288693994,0.384935638,0.384998689,1673942,1673667
"11126","FirstResultsEntityAnswerPageCov_AllQueryEngagement",2016-08-08,0.27670454,0.276159403,0.376598745,0.376097715,2630029,2633732
"11127","FirstResultsEntityAnswerPageCov_AllQueryEngagement",2016-08-09,0.27862656,0.279041582,0.377674609,0.377835694,2574308,2574273
"11128","FirstResultsEntityAnswerPageCov_AllQueryEngagement",2016-08-10,0.277310511,0.277516826,0.377406559,0.377411405,2587576,2588170
"11129","FirstResultsEntityAnswerPageCov_AllQueryEngagement",2016-08-11,0.276994616,0.276784689,0.377555931,0.377337718,2544461,2546650
"11130","FirstResultsEntityAnswerPageCov_AllQueryEngagement",2016-08-12,0.282740409,0.282432134,0.380684798,0.380358254,2388602,2390056
"11131","FooterRegionItemCTR",2016-07-30,0.000275313,0.000268201,0.01480463,0.014682316,1407702,1406837
"11132","FooterRegionItemCTR",2016-07-31,0.000274194,0.000276806,0.014668113,0.014907432,1436867,1439107
"11133","FooterRegionItemCTR",2016-08-01,0.000203824,0.000198955,0.012864444,0.012638449,2253645,2254873
"11134","FooterRegionItemCTR",2016-08-02,0.000192513,0.000197165,0.012675638,0.012811965,2239866,2239747
"11135","FooterRegionItemCTR",2016-08-03,0.00019365,0.000197456,0.012663496,0.012730777,2225585,2224590
"11136","FooterRegionItemCTR",2016-08-04,0.000196041,0.000220327,0.012514456,0.013519469,2318112,2317826
"11137","FooterRegionItemCTR",2016-08-05,0.000191147,0.000198224,0.01239971,0.012647509,2236118,2239653
"11138","FooterRegionItemCTR",2016-08-06,0.000302268,0.000312976,0.015574871,0.015662073,1538278,1540071
"11139","FooterRegionItemCTR",2016-08-07,0.000293113,0.000293116,0.015485036,0.015622196,1681711,1681276
"11140","FooterRegionItemCTR",2016-08-08,0.000211241,0.000216817,0.013218527,0.013394236,2638781,2642604
"11141","FooterRegionItemCTR",2016-08-09,0.000187737,0.00018252,0.012620794,0.012385006,2583169,2583076
"11142","FooterRegionItemCTR",2016-08-10,0.000184549,0.000184113,0.012040512,0.012026485,2596827,2597200
"11143","FooterRegionItemCTR",2016-08-11,0.000179036,0.000197114,0.012318476,0.012948847,2553045,2555326
"11144","FooterRegionItemCTR",2016-08-12,0.000192715,0.000172742,0.012774843,0.011955269,2397106,2398636
"11145","FooterRegionPageCTR_AllQueryEngagement",2016-07-30,0.000254622,0.000256419,0.014455584,0.014552555,1400023,1399150
"11146","FooterRegionPageCTR_AllQueryEngagement",2016-07-31,0.000258176,0.000262989,0.01445915,0.014717089,1428657,1430855
"11147","FooterRegionPageCTR_AllQueryEngagement",2016-08-01,0.000194797,0.000187842,0.012748673,0.012467673,2243454,2244708
"11148","FooterRegionPageCTR_AllQueryEngagement",2016-08-02,0.000183555,0.000187225,0.012571721,0.012678468,2219949,2219621
"11149","FooterRegionPageCTR_AllQueryEngagement",2016-08-03,0.00018614,0.000192633,0.012532412,0.012720465,2207500,2206242
"11150","FooterRegionPageCTR_AllQueryEngagement",2016-08-04,0.000187278,0.000209987,0.012416203,0.013341061,2308661,2308457
"11151","FooterRegionPageCTR_AllQueryEngagement",2016-08-05,0.000179961,0.000188342,0.012205785,0.012503174,2227604,2230947
"11152","FooterRegionPageCTR_AllQueryEngagement",2016-08-06,0.000291081,0.000298286,0.015502737,0.015492533,1530784,1532726
"11153","FooterRegionPageCTR_AllQueryEngagement",2016-08-07,0.000278389,0.000278332,0.015322083,0.015399966,1673942,1673667
"11154","FooterRegionPageCTR_AllQueryEngagement",2016-08-08,0.000201289,0.000208948,0.013070129,0.013278413,2630029,2633732
"11155","FooterRegionPageCTR_AllQueryEngagement",2016-08-09,0.00018086,0.000174837,0.012496782,0.01224178,2574308,2574273
"11156","FooterRegionPageCTR_AllQueryEngagement",2016-08-10,0.000174573,0.0001778,0.011874023,0.011996497,2587576,2588170
"11157","FooterRegionPageCTR_AllQueryEngagement",2016-08-11,0.000171941,0.000191974,0.012206221,0.01290187,2544461,2546650
"11158","FooterRegionPageCTR_AllQueryEngagement",2016-08-12,0.00018704,0.000166084,0.012693263,0.011838545,2388602,2390056
"11159","FooterRegionPageCov_AllQueryEngagement",2016-07-30,0.999834558,0.99984159,0.011178436,0.010888186,1400023,1399150
"11160","FooterRegionPageCov_AllQueryEngagement",2016-07-31,0.999802603,0.999816553,0.011914174,0.011317984,1428657,1430855
"11161","FooterRegionPageCov_AllQueryEngagement",2016-08-01,0.999854546,0.999845167,0.009281342,0.009755115,2243454,2244708
"11162","FooterRegionPageCov_AllQueryEngagement",2016-08-02,0.999814507,0.99982316,0.010901018,0.010712753,2219949,2219621
"11163","FooterRegionPageCov_AllQueryEngagement",2016-08-03,0.999613183,0.999613722,0.0152239,0.015294485,2207500,2206242
"11164","FooterRegionPageCov_AllQueryEngagement",2016-08-04,0.999733305,0.999723338,0.012651629,0.012978951,2308661,2308457
"11165","FooterRegionPageCov_AllQueryEngagement",2016-08-05,0.999857751,0.999858432,0.010560057,0.010574961,2227604,2230947
"11166","FooterRegionPageCov_AllQueryEngagement",2016-08-06,0.999793695,0.999759987,0.012834446,0.013882836,1530784,1532726
"11167","FooterRegionPageCov_AllQueryEngagement",2016-08-07,0.999806324,0.999776165,0.012310766,0.0132932,1673942,1673667
"11168","FooterRegionPageCov_AllQueryEngagement",2016-08-08,0.999866041,0.999868686,0.010366468,0.010262311,2630029,2633732
"11169","FooterRegionPageCov_AllQueryEngagement",2016-08-09,0.999882224,0.999862922,0.009650466,0.010650248,2574308,2574273
"11170","FooterRegionPageCov_AllQueryEngagement",2016-08-10,0.999866605,0.999867049,0.010381255,0.010257722,2587576,2588170
"11171","FooterRegionPageCov_AllQueryEngagement",2016-08-11,0.999866577,0.999874996,0.010376809,0.009897901,2544461,2546650
"11172","FooterRegionPageCov_AllQueryEngagement",2016-08-12,0.999855304,0.999858429,0.010882666,0.010674185,2388602,2390056
"11173","FreshRate",2016-07-30,0.030645243,0.030424484,0.114027724,0.113008102,1397079,1396262
"11174","FreshRate",2016-07-31,0.031576106,0.031472958,0.114449573,0.114555456,1425960,1428268
"11175","FreshRate",2016-08-01,0.029507255,0.029601508,0.110969681,0.1112832,2238552,2239963
"11176","FreshRate",2016-08-02,0.02901704,0.028986014,0.110242801,0.110234428,2214885,2214467
"11177","FreshRate",2016-08-03,0.031023739,0.031273609,0.113625137,0.114203276,2202753,2201566
"11178","FreshRate",2016-08-04,0.03506118,0.035204878,0.125110658,0.12533071,2303727,2303460
"11179","FreshRate",2016-08-05,0.034348839,0.034313446,0.12223402,0.122255046,2222930,2226362
"11180","FreshRate",2016-08-06,0.035109074,0.035273267,0.119010075,0.11915805,1528017,1529993
"11181","FreshRate",2016-08-07,0.03702189,0.037149406,0.121765127,0.121844855,1670441,1670083
"11182","FreshRate",2016-08-08,0.036414158,0.036515764,0.124142046,0.124321748,2624645,2628226
"11183","FreshRate",2016-08-09,0.036602456,0.036678815,0.122225186,0.122378831,2568750,2568673
"11184","FreshRate",2016-08-10,0.034222522,0.034286828,0.121824095,0.122056109,2581971,2582710
"11185","FreshRate",2016-08-11,0.032683832,0.032930166,0.117248983,0.117904284,2539029,2541210
"11186","FreshRate",2016-08-12,0.033212488,0.033225909,0.120972911,0.121124434,2383668,2385167
"11187","GPingTypeRate",2016-07-30,0.8767972,0.876219079,0.328328647,0.328983479,1208094,1208547
"11188","GPingTypeRate",2016-07-31,0.872535203,0.872474538,0.333143903,0.333247558,1239170,1241111
"11189","GPingTypeRate",2016-08-01,0.896413912,0.896198179,0.304434924,0.304728378,1945464,1947711
"11190","GPingTypeRate",2016-08-02,0.897587235,0.897428705,0.302913882,0.30312672,1929543,1929522
"11191","GPingTypeRate",2016-08-03,0.896670855,0.896705853,0.304083263,0.304027978,1904993,1904869
"11192","GPingTypeRate",2016-08-04,0.896098921,0.895984876,0.304821756,0.304968796,1994565,1995169
"11193","GPingTypeRate",2016-08-05,0.895986131,0.895875244,0.304949767,0.305098019,1922796,1926664
"11194","GPingTypeRate",2016-08-06,0.875227776,0.875430809,0.330075159,0.329839098,1321191,1322322
"11195","GPingTypeRate",2016-08-07,0.873199329,0.8729498,0.332354033,0.332646991,1445431,1445736
"11196","GPingTypeRate",2016-08-08,0.895758047,0.895645657,0.305253236,0.305403637,2272974,2276822
"11197","GPingTypeRate",2016-08-09,0.896852406,0.89684758,0.303826213,0.303851813,2218438,2219496
"11198","GPingTypeRate",2016-08-10,0.897676911,0.897374291,0.302756966,0.3031617,2227100,2228806
"11199","GPingTypeRate",2016-08-11,0.897530591,0.897538871,0.302952511,0.302942531,2190091,2193421
"11200","GPingTypeRate",2016-08-12,0.89662199,0.896393028,0.304129669,0.30443158,2056474,2060116
"11201","GPingTypeUserRate",2016-07-30,0.877711503,0.877164066,0.327618848,0.328248925,1208094,1208547
"11202","GPingTypeUserRate",2016-07-31,0.873474987,0.873364268,0.332440255,0.332564599,1239170,1241111
"11203","GPingTypeUserRate",2016-08-01,0.897127883,0.896896922,0.303791856,0.30409354,1945464,1947711
"11204","GPingTypeUserRate",2016-08-02,0.898274876,0.898120363,0.30228657,0.302490039,1929543,1929522
"11205","GPingTypeUserRate",2016-08-03,0.897436369,0.897495313,0.303388169,0.303310936,1904993,1904869
"11206","GPingTypeUserRate",2016-08-04,0.896878768,0.89676263,0.30411723,0.304268733,1994565,1995169
"11207","GPingTypeUserRate",2016-08-05,0.896780522,0.896689303,0.304245404,0.304364329,1922796,1926664
"11208","GPingTypeUserRate",2016-08-06,0.876242723,0.876472599,0.329304563,0.329041736,1321191,1322322
"11209","GPingTypeUserRate",2016-08-07,0.874247889,0.873994284,0.331569893,0.33185592,1445431,1445736
"11210","GPingTypeUserRate",2016-08-08,0.89655403,0.896456113,0.304540542,0.304668002,2272974,2276822
"11211","GPingTypeUserRate",2016-08-09,0.897654566,0.897609638,0.303102108,0.303161042,2218438,2219496
"11212","GPingTypeUserRate",2016-08-10,0.898454492,0.898152194,0.302049762,0.30244813,2227100,2228806
"11213","GPingTypeUserRate",2016-08-11,0.898303313,0.898309992,0.302249091,0.302240289,2190091,2193421
"11214","GPingTypeUserRate",2016-08-12,0.897408866,0.897188314,0.303424188,0.303712838,2056474,2060116
"11215","GenericDisambiguationAnswerIsNotStableRateV3",2016-07-30,0.000887,0.000797733,0.027886021,0.026242618,142479,143115
"11216","GenericDisambiguationAnswerIsNotStableRateV3",2016-07-31,0.000752333,0.000847939,0.025887716,0.027655339,149266,149042
"11217","GenericDisambiguationAnswerIsNotStableRateV3",2016-08-01,0.000755923,0.000698236,0.026062108,0.024920195,228569,229062
"11218","GenericDisambiguationAnswerIsNotStableRateV3",2016-08-02,0.001460876,0.001520186,0.035942047,0.036950802,227920,227817
"11219","GenericDisambiguationAnswerIsNotStableRateV3",2016-08-03,0.000784026,0.000835085,0.026755918,0.027261088,220894,220246
"11220","GenericDisambiguationAnswerIsNotStableRateV3",2016-08-04,0.00092041,0.000748843,0.028857171,0.025808389,228216,228310
